qr,qr,qr,qr,qr
-56.91799545288086,-56.91799545288086,-56.91799545288086,-56.91799545288086,-56.91799545288086
-57.00360870361328,-57.00360870361328,-57.00360870361328,-57.00360870361328,-57.00360870361328
-57.08676528930664,-57.08676528930664,-57.08676528930664,-57.08676528930664,-57.08676528930664
-57.16752243041992,-57.16752243041992,-57.16752243041992,-57.16752243041992,-57.16752243041992
-57.245948791503906,-57.245948791503906,-57.245948791503906,-57.245948791503906,-57.245948791503906
-57.32210922241211,-57.32210922241211,-57.32210922241211,-57.32210922241211,-57.32210922241211
-57.396060943603516,-57.396060943603516,-57.396060943603516,-57.396060943603516,-57.396060943603516
-57.46787643432617,-57.46787643432617,-57.46787643432617,-57.46787643432617,-57.46787643432617
-57.5376091003418,-57.5376091003418,-57.5376091003418,-57.5376091003418,-57.5376091003418
-57.60531997680664,-57.60531997680664,-57.60531997680664,-57.60531997680664,-57.60531997680664
-57.671077728271484,-57.671077728271484,-57.671077728271484,-57.671077728271484,-57.671077728271484
-57.73493576049805,-57.73493576049805,-57.73493576049805,-57.73493576049805,-57.73493576049805
-57.79695510864258,-57.79695510864258,-57.79695510864258,-57.79695510864258,-57.79695510864258
-57.85719680786133,-57.85719680786133,-57.85719680786133,-57.85719680786133,-57.85719680786133
-57.91571044921875,-57.91571044921875,-57.91571044921875,-57.91571044921875,-57.91571044921875
-57.972557067871094,-57.972557067871094,-57.972557067871094,-57.972557067871094,-57.972557067871094
-58.02778625488281,-58.02778625488281,-58.02778625488281,-58.02778625488281,-58.02778625488281
-58.081459045410156,-58.081459045410156,-58.081459045410156,-58.081459045410156,-58.081459045410156
-58.13362121582031,-58.13362121582031,-58.13362121582031,-58.13362121582031,-58.13362121582031
-58.184326171875,-58.184326171875,-58.184326171875,-58.184326171875,-58.184326171875
-58.23362731933594,-58.23362731933594,-58.23362731933594,-58.23362731933594,-58.23362731933594
-58.28156661987305,-58.28156661987305,-58.28156661987305,-58.28156661987305,-58.28156661987305
-58.32819366455078,-58.32819366455078,-58.32819366455078,-58.32819366455078,-58.32819366455078
-58.373558044433594,-58.373558044433594,-58.373558044433594,-58.373558044433594,-58.373558044433594
-58.417701721191406,-58.417701721191406,-58.417701721191406,-58.417701721191406,-58.417701721191406
-58.460670471191406,-58.460670471191406,-58.460670471191406,-58.460670471191406,-58.460670471191406
-58.502506256103516,-58.502506256103516,-58.502506256103516,-58.502506256103516,-58.502506256103516
-58.54324722290039,-58.54324722290039,-58.54324722290039,-58.54324722290039,-58.54324722290039
-58.58293533325195,-58.58293533325195,-58.58293533325195,-58.58293533325195,-58.58293533325195
-58.62160873413086,-58.62160873413086,-58.62160873413086,-58.62160873413086,-58.62160873413086
-58.65930938720703,-58.65930938720703,-58.65930938720703,-58.65930938720703,-58.65930938720703
-58.696067810058594,-58.696067810058594,-58.696067810058594,-58.696067810058594,-58.696067810058594
-58.7319221496582,-58.7319221496582,-58.7319221496582,-58.7319221496582,-58.7319221496582
-58.76690673828125,-58.76690673828125,-58.76690673828125,-58.76690673828125,-58.76690673828125
-58.801055908203125,-58.801055908203125,-58.801055908203125,-58.801055908203125,-58.801055908203125
-58.83439636230469,-58.83439636230469,-58.83439636230469,-58.83439636230469,-58.83439636230469
-58.86696243286133,-58.86696243286133,-58.86696243286133,-58.86696243286133,-58.86696243286133
-58.89878463745117,-58.89878463745117,-58.89878463745117,-58.89878463745117,-58.89878463745117
-58.92988967895508,-58.92988967895508,-58.92988967895508,-58.92988967895508,-58.92988967895508
-58.96030807495117,-58.96030807495117,-58.96030807495117,-58.96030807495117,-58.96030807495117
-58.99006271362305,-58.99006271362305,-58.99006271362305,-58.99006271362305,-58.99006271362305
-59.01918029785156,-59.01918029785156,-59.01918029785156,-59.01918029785156,-59.01918029785156
-59.04768753051758,-59.04768753051758,-59.04768753051758,-59.04768753051758,-59.04768753051758
-59.07560729980469,-59.07560729980469,-59.07560729980469,-59.07560729980469,-59.07560729980469
-59.102962493896484,-59.102962493896484,-59.102962493896484,-59.102962493896484,-59.102962493896484
-59.12977600097656,-59.12977600097656,-59.12977600097656,-59.12977600097656,-59.12977600097656
-59.156070709228516,-59.156070709228516,-59.156070709228516,-59.156070709228516,-59.156070709228516
-59.181861877441406,-59.181861877441406,-59.181861877441406,-59.181861877441406,-59.181861877441406
-59.20717239379883,-59.20717239379883,-59.20717239379883,-59.20717239379883,-59.20717239379883
-59.23202133178711,-59.23202133178711,-59.23202133178711,-59.23202133178711,-59.23202133178711
-59.25642776489258,-59.25642776489258,-59.25642776489258,-59.25642776489258,-59.25642776489258
-59.2804069519043,-59.2804069519043,-59.2804069519043,-59.2804069519043,-59.2804069519043
-59.30397415161133,-59.30397415161133,-59.30397415161133,-59.30397415161133,-59.30397415161133
-59.327152252197266,-59.327152252197266,-59.327152252197266,-59.327152252197266,-59.327152252197266
-59.349952697753906,-59.349952697753906,-59.349952697753906,-59.349952697753906,-59.349952697753906
-59.37238693237305,-59.37238693237305,-59.37238693237305,-59.37238693237305,-59.37238693237305
-59.394474029541016,-59.394474029541016,-59.394474029541016,-59.394474029541016,-59.394474029541016
-59.416229248046875,-59.416229248046875,-59.416229248046875,-59.416229248046875,-59.416229248046875
-59.437660217285156,-59.437660217285156,-59.437660217285156,-59.437660217285156,-59.437660217285156
-59.45878219604492,-59.45878219604492,-59.45878219604492,-59.45878219604492,-59.45878219604492
-59.47960662841797,-59.47960662841797,-59.47960662841797,-59.47960662841797,-59.47960662841797
-59.50014877319336,-59.50014877319336,-59.50014877319336,-59.50014877319336,-59.50014877319336
-59.52041244506836,-59.52041244506836,-59.52041244506836,-59.52041244506836,-59.52041244506836
-59.5404167175293,-59.5404167175293,-59.5404167175293,-59.5404167175293,-59.5404167175293
-59.56016540527344,-59.56016540527344,-59.56016540527344,-59.56016540527344,-59.56016540527344
-59.579673767089844,-59.579673767089844,-59.579673767089844,-59.579673767089844,-59.579673767089844
-59.59894561767578,-59.59894561767578,-59.59894561767578,-59.59894561767578,-59.59894561767578
-59.61799240112305,-59.61799240112305,-59.61799240112305,-59.61799240112305,-59.61799240112305
-59.63682556152344,-59.63682556152344,-59.63682556152344,-59.63682556152344,-59.63682556152344
-59.65544891357422,-59.65544891357422,-59.65544891357422,-59.65544891357422,-59.65544891357422
-59.67387390136719,-59.67387390136719,-59.67387390136719,-59.67387390136719,-59.67387390136719
-59.69210433959961,-59.69210433959961,-59.69210433959961,-59.69210433959961,-59.69210433959961
-59.71015167236328,-59.71015167236328,-59.71015167236328,-59.71015167236328,-59.71015167236328
-59.72801971435547,-59.72801971435547,-59.72801971435547,-59.72801971435547,-59.72801971435547
-59.7457160949707,-59.7457160949707,-59.7457160949707,-59.7457160949707,-59.7457160949707
-59.763248443603516,-59.763248443603516,-59.763248443603516,-59.763248443603516,-59.763248443603516
-59.78062438964844,-59.78062438964844,-59.78062438964844,-59.78062438964844,-59.78062438964844
-59.79784393310547,-59.79784393310547,-59.79784393310547,-59.79784393310547,-59.79784393310547
-59.814918518066406,-59.814918518066406,-59.814918518066406,-59.814918518066406,-59.814918518066406
-59.831851959228516,-59.831851959228516,-59.831851959228516,-59.831851959228516,-59.831851959228516
-59.84864807128906,-59.84864807128906,-59.84864807128906,-59.84864807128906,-59.84864807128906
-59.86531448364258,-59.86531448364258,-59.86531448364258,-59.86531448364258,-59.86531448364258
-59.88185501098633,-59.88185501098633,-59.88185501098633,-59.88185501098633,-59.88185501098633
-59.89826965332031,-59.89826965332031,-59.89826965332031,-59.89826965332031,-59.89826965332031
-59.91456985473633,-59.91456985473633,-59.91456985473633,-59.91456985473633,-59.91456985473633
-59.930755615234375,-59.930755615234375,-59.930755615234375,-59.930755615234375,-59.930755615234375
-59.94683074951172,-59.94683074951172,-59.94683074951172,-59.94683074951172,-59.94683074951172
-59.96280288696289,-59.96280288696289,-59.96280288696289,-59.96280288696289,-59.96280288696289
-59.97867202758789,-59.97867202758789,-59.97867202758789,-59.97867202758789,-59.97867202758789
-59.994441986083984,-59.994441986083984,-59.994441986083984,-59.994441986083984,-59.994441986083984
-60.0101203918457,-60.0101203918457,-60.0101203918457,-60.0101203918457,-60.0101203918457
-60.02570343017578,-60.02570343017578,-60.02570343017578,-60.02570343017578,-60.02570343017578
-60.041202545166016,-60.041202545166016,-60.041202545166016,-60.041202545166016,-60.041202545166016
-60.056610107421875,-60.056610107421875,-60.056610107421875,-60.056610107421875,-60.056610107421875
-60.07194137573242,-60.07194137573242,-60.07194137573242,-60.07194137573242,-60.07194137573242
-60.087188720703125,-60.087188720703125,-60.087188720703125,-60.087188720703125,-60.087188720703125
-60.102359771728516,-60.102359771728516,-60.102359771728516,-60.102359771728516,-60.102359771728516
-60.11745834350586,-60.11745834350586,-60.11745834350586,-60.11745834350586,-60.11745834350586
-60.132484436035156,-60.132484436035156,-60.132484436035156,-60.132484436035156,-60.132484436035156
-60.147438049316406,-60.147438049316406,-60.147438049316406,-60.147438049316406,-60.147438049316406
-60.16232681274414,-60.16232681274414,-60.16232681274414,-60.16232681274414,-60.16232681274414
-60.177146911621094,-60.177146911621094,-60.177146911621094,-60.177146911621094,-60.177146911621094
-60.19190979003906,-60.19190979003906,-60.19190979003906,-60.19190979003906,-60.19190979003906
-60.206607818603516,-60.206607818603516,-60.206607818603516,-60.206607818603516,-60.206607818603516
-60.22124481201172,-60.22124481201172,-60.22124481201172,-60.22124481201172,-60.22124481201172
-60.23582458496094,-60.23582458496094,-60.23582458496094,-60.23582458496094,-60.23582458496094
-60.25035095214844,-60.25035095214844,-60.25035095214844,-60.25035095214844,-60.25035095214844
-60.26482391357422,-60.26482391357422,-60.26482391357422,-60.26482391357422,-60.26482391357422
-60.279239654541016,-60.279239654541016,-60.279239654541016,-60.279239654541016,-60.279239654541016
-60.293609619140625,-60.293609619140625,-60.293609619140625,-60.293609619140625,-60.293609619140625
-60.307926177978516,-60.307926177978516,-60.307926177978516,-60.307926177978516,-60.307926177978516
-60.32219696044922,-60.32219696044922,-60.32219696044922,-60.32219696044922,-60.32219696044922
-60.336421966552734,-60.336421966552734,-60.336421966552734,-60.336421966552734,-60.336421966552734
-60.35060119628906,-60.35060119628906,-60.35060119628906,-60.35060119628906,-60.35060119628906
-60.3647346496582,-60.3647346496582,-60.3647346496582,-60.3647346496582,-60.3647346496582
-60.37882614135742,-60.37882614135742,-60.37882614135742,-60.37882614135742,-60.37882614135742
-60.39287567138672,-60.39287567138672,-60.39287567138672,-60.39287567138672,-60.39287567138672
-60.40688705444336,-60.40688705444336,-60.40688705444336,-60.40688705444336,-60.40688705444336
-60.42085647583008,-60.42085647583008,-60.42085647583008,-60.42085647583008,-60.42085647583008
-60.43478775024414,-60.43478775024414,-60.43478775024414,-60.43478775024414,-60.43478775024414
-60.44868087768555,-60.44868087768555,-60.44868087768555,-60.44868087768555,-60.44868087768555
-60.46253967285156,-60.46253967285156,-60.46253967285156,-60.46253967285156,-60.46253967285156
-60.47636032104492,-60.47636032104492,-60.47636032104492,-60.47636032104492,-60.47636032104492
-60.49014663696289,-60.49014663696289,-60.49014663696289,-60.49014663696289,-60.49014663696289
-60.503902435302734,-60.503902435302734,-60.503902435302734,-60.503902435302734,-60.503902435302734
-60.51762008666992,-60.51762008666992,-60.51762008666992,-60.51762008666992,-60.51762008666992
-60.53131103515625,-60.53131103515625,-60.53131103515625,-60.53131103515625,-60.53131103515625
-60.54496765136719,-60.54496765136719,-60.54496765136719,-60.54496765136719,-60.54496765136719
-60.55859375,-60.55859375,-60.55859375,-60.55859375,-60.55859375
-60.57218933105469,-60.57218933105469,-60.57218933105469,-60.57218933105469,-60.57218933105469
-60.58575439453125,-60.58575439453125,-60.58575439453125,-60.58575439453125,-60.58575439453125
-60.59929275512695,-60.59929275512695,-60.59929275512695,-60.59929275512695,-60.59929275512695
-60.61280059814453,-60.61280059814453,-60.61280059814453,-60.61280059814453,-60.61280059814453
-60.626285552978516,-60.626285552978516,-60.626285552978516,-60.626285552978516,-60.626285552978516
-60.639739990234375,-60.639739990234375,-60.639739990234375,-60.639739990234375,-60.639739990234375
-60.653167724609375,-60.653167724609375,-60.653167724609375,-60.653167724609375,-60.653167724609375
-60.66657257080078,-60.66657257080078,-60.66657257080078,-60.66657257080078,-60.66657257080078
-60.67994689941406,-60.67994689941406,-60.67994689941406,-60.67994689941406,-60.67994689941406
-60.693302154541016,-60.693302154541016,-60.693302154541016,-60.693302154541016,-60.693302154541016
-60.70663070678711,-60.70663070678711,-60.70663070678711,-60.70663070678711,-60.70663070678711
-60.719932556152344,-60.719932556152344,-60.719932556152344,-60.719932556152344,-60.719932556152344
-60.73321533203125,-60.73321533203125,-60.73321533203125,-60.73321533203125,-60.73321533203125
-60.7464714050293,-60.7464714050293,-60.7464714050293,-60.7464714050293,-60.7464714050293
-60.759708404541016,-60.759708404541016,-60.759708404541016,-60.759708404541016,-60.759708404541016
-60.772918701171875,-60.772918701171875,-60.772918701171875,-60.772918701171875,-60.772918701171875
-60.786109924316406,-60.786109924316406,-60.786109924316406,-60.786109924316406,-60.786109924316406
-60.799278259277344,-60.799278259277344,-60.799278259277344,-60.799278259277344,-60.799278259277344
-60.81242752075195,-60.81242752075195,-60.81242752075195,-60.81242752075195,-60.81242752075195
-60.82555389404297,-60.82555389404297,-60.82555389404297,-60.82555389404297,-60.82555389404297
-60.838661193847656,-60.838661193847656,-60.838661193847656,-60.838661193847656,-60.838661193847656
-60.85174560546875,-60.85174560546875,-60.85174560546875,-60.85174560546875,-60.85174560546875
-60.86481475830078,-60.86481475830078,-60.86481475830078,-60.86481475830078,-60.86481475830078
-60.87786102294922,-60.87786102294922,-60.87786102294922,-60.87786102294922,-60.87786102294922
-60.89088821411133,-60.89088821411133,-60.89088821411133,-60.89088821411133,-60.89088821411133
-60.90389633178711,-60.90389633178711,-60.90389633178711,-60.90389633178711,-60.90389633178711
-60.91688537597656,-60.91688537597656,-60.91688537597656,-60.91688537597656,-60.91688537597656
-60.92985534667969,-60.92985534667969,-60.92985534667969,-60.92985534667969,-60.92985534667969
-60.942806243896484,-60.942806243896484,-60.942806243896484,-60.942806243896484,-60.942806243896484
-60.95574188232422,-60.95574188232422,-60.95574188232422,-60.95574188232422,-60.95574188232422
-60.968658447265625,-60.968658447265625,-60.968658447265625,-60.968658447265625,-60.968658447265625
-60.9815559387207,-60.9815559387207,-60.9815559387207,-60.9815559387207,-60.9815559387207
-60.99443817138672,-60.99443817138672,-60.99443817138672,-60.99443817138672,-60.99443817138672
-61.007301330566406,-61.007301330566406,-61.007301330566406,-61.007301330566406,-61.007301330566406
-61.02014923095703,-61.02014923095703,-61.02014923095703,-61.02014923095703,-61.02014923095703
-61.03297805786133,-61.03297805786133,-61.03297805786133,-61.03297805786133,-61.03297805786133
-61.04579162597656,-61.04579162597656,-61.04579162597656,-61.04579162597656,-61.04579162597656
-61.05858612060547,-61.05858612060547,-61.05858612060547,-61.05858612060547,-61.05858612060547
-61.07136917114258,-61.07136917114258,-61.07136917114258,-61.07136917114258,-61.07136917114258
-61.08413314819336,-61.08413314819336,-61.08413314819336,-61.08413314819336,-61.08413314819336
-61.09687805175781,-61.09687805175781,-61.09687805175781,-61.09687805175781,-61.09687805175781
-61.10961151123047,-61.10961151123047,-61.10961151123047,-61.10961151123047,-61.10961151123047
-61.1223258972168,-61.1223258972168,-61.1223258972168,-61.1223258972168,-61.1223258972168
-61.13502883911133,-61.13502883911133,-61.13502883911133,-61.13502883911133,-61.13502883911133
-61.14771270751953,-61.14771270751953,-61.14771270751953,-61.14771270751953,-61.14771270751953
-61.16038131713867,-61.16038131713867,-61.16038131713867,-61.16038131713867,-61.16038131713867
-61.173038482666016,-61.173038482666016,-61.173038482666016,-61.173038482666016,-61.173038482666016
-61.18567657470703,-61.18567657470703,-61.18567657470703,-61.18567657470703,-61.18567657470703
-61.19830322265625,-61.19830322265625,-61.19830322265625,-61.19830322265625,-61.19830322265625
-61.21091079711914,-61.21091079711914,-61.21091079711914,-61.21091079711914,-61.21091079711914
-61.223506927490234,-61.223506927490234,-61.223506927490234,-61.223506927490234,-61.223506927490234
-61.236087799072266,-61.236087799072266,-61.236087799072266,-61.236087799072266,-61.236087799072266
-61.248653411865234,-61.248653411865234,-61.248653411865234,-61.248653411865234,-61.248653411865234
-61.26120376586914,-61.26120376586914,-61.26120376586914,-61.26120376586914,-61.26120376586914
-61.27374267578125,-61.27374267578125,-61.27374267578125,-61.27374267578125,-61.27374267578125
-61.28626251220703,-61.28626251220703,-61.28626251220703,-61.28626251220703,-61.28626251220703
-61.298770904541016,-61.298770904541016,-61.298770904541016,-61.298770904541016,-61.298770904541016
-61.3112678527832,-61.3112678527832,-61.3112678527832,-61.3112678527832,-61.3112678527832
-61.32374954223633,-61.32374954223633,-61.32374954223633,-61.32374954223633,-61.32374954223633
-61.33621597290039,-61.33621597290039,-61.33621597290039,-61.33621597290039,-61.33621597290039
-61.34866714477539,-61.34866714477539,-61.34866714477539,-61.34866714477539,-61.34866714477539
-61.361106872558594,-61.361106872558594,-61.361106872558594,-61.361106872558594,-61.361106872558594
-61.37353515625,-61.37353515625,-61.37353515625,-61.37353515625,-61.37353515625
-61.38594436645508,-61.38594436645508,-61.38594436645508,-61.38594436645508,-61.38594436645508
-61.398345947265625,-61.398345947265625,-61.398345947265625,-61.398345947265625,-61.398345947265625
-61.410728454589844,-61.410728454589844,-61.410728454589844,-61.410728454589844,-61.410728454589844
-61.42310333251953,-61.42310333251953,-61.42310333251953,-61.42310333251953,-61.42310333251953
-61.43545913696289,-61.43545913696289,-61.43545913696289,-61.43545913696289,-61.43545913696289
-61.44780731201172,-61.44780731201172,-61.44780731201172,-61.44780731201172,-61.44780731201172
-61.460140228271484,-61.460140228271484,-61.460140228271484,-61.460140228271484,-61.460140228271484
-61.47245788574219,-61.47245788574219,-61.47245788574219,-61.47245788574219,-61.47245788574219
-61.484764099121094,-61.484764099121094,-61.484764099121094,-61.484764099121094,-61.484764099121094
-61.4970588684082,-61.4970588684082,-61.4970588684082,-61.4970588684082,-61.4970588684082
-61.50933837890625,-61.50933837890625,-61.50933837890625,-61.50933837890625,-61.50933837890625
-61.5216064453125,-61.5216064453125,-61.5216064453125,-61.5216064453125,-61.5216064453125
-61.53386306762695,-61.53386306762695,-61.53386306762695,-61.53386306762695,-61.53386306762695
-61.546104431152344,-61.546104431152344,-61.546104431152344,-61.546104431152344,-61.546104431152344
-61.55833435058594,-61.55833435058594,-61.55833435058594,-61.55833435058594,-61.55833435058594
-61.570552825927734,-61.570552825927734,-61.570552825927734,-61.570552825927734,-61.570552825927734
-61.58275604248047,-61.58275604248047,-61.58275604248047,-61.58275604248047,-61.58275604248047
-61.59495162963867,-61.59495162963867,-61.59495162963867,-61.59495162963867,-61.59495162963867
-61.60712814331055,-61.60712814331055,-61.60712814331055,-61.60712814331055,-61.60712814331055
-61.61929702758789,-61.61929702758789,-61.61929702758789,-61.61929702758789,-61.61929702758789
-61.63145065307617,-61.63145065307617,-61.63145065307617,-61.63145065307617,-61.63145065307617
-61.64359664916992,-61.64359664916992,-61.64359664916992,-61.64359664916992,-61.64359664916992
-61.655723571777344,-61.655723571777344,-61.655723571777344,-61.655723571777344,-61.655723571777344
-61.667842864990234,-61.667842864990234,-61.667842864990234,-61.667842864990234,-61.667842864990234
-61.67995071411133,-61.67995071411133,-61.67995071411133,-61.67995071411133,-61.67995071411133
-61.69204330444336,-61.69204330444336,-61.69204330444336,-61.69204330444336,-61.69204330444336
-61.704124450683594,-61.704124450683594,-61.704124450683594,-61.704124450683594,-61.704124450683594
-61.71619415283203,-61.71619415283203,-61.71619415283203,-61.71619415283203,-61.71619415283203
-61.72825241088867,-61.72825241088867,-61.72825241088867,-61.72825241088867,-61.72825241088867
-61.740299224853516,-61.740299224853516,-61.740299224853516,-61.740299224853516,-61.740299224853516
-61.7523307800293,-61.7523307800293,-61.7523307800293,-61.7523307800293,-61.7523307800293
-61.76435470581055,-61.76435470581055,-61.76435470581055,-61.76435470581055,-61.76435470581055
-61.776363372802734,-61.776363372802734,-61.776363372802734,-61.776363372802734,-61.776363372802734
-61.78836441040039,-61.78836441040039,-61.78836441040039,-61.78836441040039,-61.78836441040039
-61.800350189208984,-61.800350189208984,-61.800350189208984,-61.800350189208984,-61.800350189208984
-61.81232452392578,-61.81232452392578,-61.81232452392578,-61.81232452392578,-61.81232452392578
-61.82428741455078,-61.82428741455078,-61.82428741455078,-61.82428741455078,-61.82428741455078
-61.836238861083984,-61.836238861083984,-61.836238861083984,-61.836238861083984,-61.836238861083984
-61.84817886352539,-61.84817886352539,-61.84817886352539,-61.84817886352539,-61.84817886352539
-61.860107421875,-61.860107421875,-61.860107421875,-61.860107421875,-61.860107421875
-61.87202072143555,-61.87202072143555,-61.87202072143555,-61.87202072143555,-61.87202072143555
-61.88392639160156,-61.88392639160156,-61.88392639160156,-61.88392639160156,-61.88392639160156
-61.89582061767578,-61.89582061767578,-61.89582061767578,-61.89582061767578,-61.89582061767578
-61.90769958496094,-61.90769958496094,-61.90769958496094,-61.90769958496094,-61.90769958496094
-61.91957092285156,-61.91957092285156,-61.91957092285156,-61.91957092285156,-61.91957092285156
-61.93143081665039,-61.93143081665039,-61.93143081665039,-61.93143081665039,-61.93143081665039
-61.94327926635742,-61.94327926635742,-61.94327926635742,-61.94327926635742,-61.94327926635742
-61.95511245727539,-61.95511245727539,-61.95511245727539,-61.95511245727539,-61.95511245727539
-61.96693801879883,-61.96693801879883,-61.96693801879883,-61.96693801879883,-61.96693801879883
-61.97875213623047,-61.97875213623047,-61.97875213623047,-61.97875213623047,-61.97875213623047
-61.99055099487305,-61.99055099487305,-61.99055099487305,-61.99055099487305,-61.99055099487305
-62.002342224121094,-62.002342224121094,-62.002342224121094,-62.002342224121094,-62.002342224121094
-62.014122009277344,-62.014122009277344,-62.014122009277344,-62.014122009277344,-62.014122009277344
-62.0258903503418,-62.0258903503418,-62.0258903503418,-62.0258903503418,-62.0258903503418
-62.03764724731445,-62.03764724731445,-62.03764724731445,-62.03764724731445,-62.03764724731445
-62.04939270019531,-62.04939270019531,-62.04939270019531,-62.04939270019531,-62.04939270019531
-62.061126708984375,-62.061126708984375,-62.061126708984375,-62.061126708984375,-62.061126708984375
-62.07284927368164,-62.07284927368164,-62.07284927368164,-62.07284927368164,-62.07284927368164
-62.08456039428711,-62.08456039428711,-62.08456039428711,-62.08456039428711,-62.08456039428711
-62.09626007080078,-62.09626007080078,-62.09626007080078,-62.09626007080078,-62.09626007080078
-62.10795211791992,-62.10795211791992,-62.10795211791992,-62.10795211791992,-62.10795211791992
-62.11962890625,-62.11962890625,-62.11962890625,-62.11962890625,-62.11962890625
-62.13129806518555,-62.13129806518555,-62.13129806518555,-62.13129806518555,-62.13129806518555
-62.1429557800293,-62.1429557800293,-62.1429557800293,-62.1429557800293,-62.1429557800293
-62.154598236083984,-62.154598236083984,-62.154598236083984,-62.154598236083984,-62.154598236083984
-62.16623306274414,-62.16623306274414,-62.16623306274414,-62.16623306274414,-62.16623306274414
-62.1778564453125,-62.1778564453125,-62.1778564453125,-62.1778564453125,-62.1778564453125
-62.18946838378906,-62.18946838378906,-62.18946838378906,-62.18946838378906,-62.18946838378906
-62.201072692871094,-62.201072692871094,-62.201072692871094,-62.201072692871094,-62.201072692871094
-62.21266174316406,-62.21266174316406,-62.21266174316406,-62.21266174316406,-62.21266174316406
-62.2242431640625,-62.2242431640625,-62.2242431640625,-62.2242431640625,-62.2242431640625
-62.235809326171875,-62.235809326171875,-62.235809326171875,-62.235809326171875,-62.235809326171875
-62.24736785888672,-62.24736785888672,-62.24736785888672,-62.24736785888672,-62.24736785888672
-62.258914947509766,-62.258914947509766,-62.258914947509766,-62.258914947509766,-62.258914947509766
-62.270450592041016,-62.270450592041016,-62.270450592041016,-62.270450592041016,-62.270450592041016
-62.28197479248047,-62.28197479248047,-62.28197479248047,-62.28197479248047,-62.28197479248047
-62.29349136352539,-62.29349136352539,-62.29349136352539,-62.29349136352539,-62.29349136352539
-62.304996490478516,-62.304996490478516,-62.304996490478516,-62.304996490478516,-62.304996490478516
-62.31648635864258,-62.31648635864258,-62.31648635864258,-62.31648635864258,-62.31648635864258
-62.32796859741211,-62.32796859741211,-62.32796859741211,-62.32796859741211,-62.32796859741211
-62.33944320678711,-62.33944320678711,-62.33944320678711,-62.33944320678711,-62.33944320678711
-62.35090255737305,-62.35090255737305,-62.35090255737305,-62.35090255737305,-62.35090255737305
-62.36235046386719,-62.36235046386719,-62.36235046386719,-62.36235046386719,-62.36235046386719
-62.3737907409668,-62.3737907409668,-62.3737907409668,-62.3737907409668,-62.3737907409668
-62.38521957397461,-62.38521957397461,-62.38521957397461,-62.38521957397461,-62.38521957397461
-62.396636962890625,-62.396636962890625,-62.396636962890625,-62.396636962890625,-62.396636962890625
-62.40804672241211,-62.40804672241211,-62.40804672241211,-62.40804672241211,-62.40804672241211
-62.41944122314453,-62.41944122314453,-62.41944122314453,-62.41944122314453,-62.41944122314453
-62.43082809448242,-62.43082809448242,-62.43082809448242,-62.43082809448242,-62.43082809448242
-62.442203521728516,-62.442203521728516,-62.442203521728516,-62.442203521728516,-62.442203521728516
-62.45356750488281,-62.45356750488281,-62.45356750488281,-62.45356750488281,-62.45356750488281
-62.46492385864258,-62.46492385864258,-62.46492385864258,-62.46492385864258,-62.46492385864258
-62.47626495361328,-62.47626495361328,-62.47626495361328,-62.47626495361328,-62.47626495361328
-62.48759841918945,-62.48759841918945,-62.48759841918945,-62.48759841918945,-62.48759841918945
-62.49892044067383,-62.49892044067383,-62.49892044067383,-62.49892044067383,-62.49892044067383
-62.51023483276367,-62.51023483276367,-62.51023483276367,-62.51023483276367,-62.51023483276367
-62.52153396606445,-62.52153396606445,-62.52153396606445,-62.52153396606445,-62.52153396606445
-62.5328254699707,-62.5328254699707,-62.5328254699707,-62.5328254699707,-62.5328254699707
-62.544105529785156,-62.544105529785156,-62.544105529785156,-62.544105529785156,-62.544105529785156
-62.55537414550781,-62.55537414550781,-62.55537414550781,-62.55537414550781,-62.55537414550781
-62.56663513183594,-62.56663513183594,-62.56663513183594,-62.56663513183594,-62.56663513183594
-62.577884674072266,-62.577884674072266,-62.577884674072266,-62.577884674072266,-62.577884674072266
-62.5891227722168,-62.5891227722168,-62.5891227722168,-62.5891227722168,-62.5891227722168
-62.60034942626953,-62.60034942626953,-62.60034942626953,-62.60034942626953,-62.60034942626953
-62.611568450927734,-62.611568450927734,-62.611568450927734,-62.611568450927734,-62.611568450927734
-62.62277603149414,-62.62277603149414,-62.62277603149414,-62.62277603149414,-62.62277603149414
-62.63397216796875,-62.63397216796875,-62.63397216796875,-62.63397216796875,-62.63397216796875
-62.64515686035156,-62.64515686035156,-62.64515686035156,-62.64515686035156,-62.64515686035156
-62.656333923339844,-62.656333923339844,-62.656333923339844,-62.656333923339844,-62.656333923339844
-62.66749954223633,-62.66749954223633,-62.66749954223633,-62.66749954223633,-62.66749954223633
-62.678653717041016,-62.678653717041016,-62.678653717041016,-62.678653717041016,-62.678653717041016
-62.68980026245117,-62.68980026245117,-62.68980026245117,-62.68980026245117,-62.68980026245117
-62.70093536376953,-62.70093536376953,-62.70093536376953,-62.70093536376953,-62.70093536376953
-62.712059020996094,-62.712059020996094,-62.712059020996094,-62.712059020996094,-62.712059020996094
-62.72317123413086,-62.72317123413086,-62.72317123413086,-62.72317123413086,-62.72317123413086
-62.734275817871094,-62.734275817871094,-62.734275817871094,-62.734275817871094,-62.734275817871094
-62.74536895751953,-62.74536895751953,-62.74536895751953,-62.74536895751953,-62.74536895751953
-62.75645065307617,-62.75645065307617,-62.75645065307617,-62.75645065307617,-62.75645065307617
-62.76752471923828,-62.76752471923828,-62.76752471923828,-62.76752471923828,-62.76752471923828
